_id,stockTicker,stockName,currentPrice,marketCap,sector
387,BVXVW,BiondVax Pharmaceuticals Ltd.,1.9,0,Health Care
388,BPTH,"Bio-Path Holdings, Inc.",0.2033,23052252.056,Health Care
389,BIOS,"BioScrip, Inc.",2.81,358318760.13,Health Care
390,BSTC,BioSpecifics Technologies Corp,43.26,311006219.58,Health Care
391,BSPM,"Biostar Pharmaceuticals, Inc.",3.6,9493876.8,Health Care
392,TECH,Bio-Techne Corp,140.02,5245454163.56,Health Care
393,BEAT,"BioTelemetry, Inc.",33.15,1074329111.7,Health Care
394,BIVV,Bioverativ Inc.,103.52,11203254380.32,Health Care
395,BCAC,Bison Capital Acquisition Corp.,9.88,78831897.56,Finance
396,BCACR,Bison Capital Acquisition Corp.,0.41,0,Finance
397,BCACU,Bison Capital Acquisition Corp.,10.6047,0,Finance
398,BCACW,Bison Capital Acquisition Corp.,0.379,0,Finance
399,BJRI,"BJ&#39;s Restaurants, Inc.",38.15,787163981.1,Consumer Services
400,BBOX,Black Box Corporation,3.3,49954436.4,Technology
401,BRAC,Black Ridge Acquisition Corp.,9.66,170933700,Finance
402,BRACR,Black Ridge Acquisition Corp.,0.29,0,Finance
403,BRACU,Black Ridge Acquisition Corp.,10.19,0,Finance
404,BRACW,Black Ridge Acquisition Corp.,0.35,0,Finance
405,BLKB,"Blackbaud, Inc.",95.8,4606983201,Technology
406,HAWK,"Blackhawk Network Holdings, Inc.",45.325,2530234811.125,Finance
407,BL,"BlackLine, Inc.",33.22,1758557871.62,Technology
408,BKCC,BlackRock Capital Investment Corporation,5.95,435372204.05,n/a
409,ADRA,BLDRS Asia 50 ADR Index Fund,37.1042,24117730,n/a
410,ADRD,BLDRS Developed Markets 100 ADR Index Fund,24.7216,74164800,n/a
411,ADRE,BLDRS Emerging Markets 50 ADR Index Fund,47.61,183298500,n/a
412,ADRU,BLDRS Europe 100 ADR Index Fund,23.89,17917500,n/a
413,BLMN,"Bloomin&#39; Brands, Inc.",22.36,2040788099.48,Consumer Services
414,BCOR,"Blucora, Inc.",24.2,1116248958,Finance
415,BLBD,Blue Bird Corporation,21.15,505165106.25,Capital Goods
416,BUFF,"Blue Buffalo Pet Products, Inc.",34.16,6670187940.08,Consumer Non-Durables
417,BHBK,"Blue Hills Bancorp, Inc.",19.5,523139370,Finance
418,BLUE,"bluebird bio, Inc.",205.25,10139350000,Health Care
419,BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.5,220772227.5,Energy
420,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.55,227697573.45,Energy
421,BPMC,Blueprint Medicines Corporation,80.07,3480039092.13,Health Care
422,BMCH,"BMC Stock Holdings, Inc.",22.35,1498285979.4,Consumer Services
423,BMLP,BMO Elkhorn DWA MLP Select Index ETN,50.17,50170000,Finance
424,BOFI,"BofI Holding, Inc.",37.08,2360370857.76,Finance
425,BOFIL,"BofI Holding, Inc.",25.931,0,Finance
426,WIFI,"Boingo Wireless, Inc.",24.11,983572488.99,Consumer Services
427,BOJA,"Bojangles&#39;, Inc.",12.1,448537804,Consumer Services
428,BOKF,BOK Financial Corporation,97.61,6389236881.46,Finance
429,BOKFL,BOK Financial Corporation,25.08,0,Finance
430,BNSO,"Bonso Electronics International, Inc.",3.51,17420817.96,Capital Goods
431,BRQS,"Borqs Technologies, Inc. ",6.8,209471531.6,Technology
432,BOMN,Boston Omaha Corporation,21.54,309372924.18,Finance
433,BPFH,"Boston Private Financial Holdings, Inc.",15.3,1288879956,Finance
434,BPFHP,"Boston Private Financial Holdings, Inc.",25.5905,0,Finance
435,BPFHW,"Boston Private Financial Holdings, Inc.",9.39,0,Finance
436,EPAY,"Bottomline Technologies, Inc.",36.69,1485341963.16,Technology
437,BOXL,Boxlight Corporation,5.6369,32741065.5674,Miscellaneous
438,BCLI,Brainstorm Cell Therapeutics Inc.,3.45,65007404.7,Health Care
439,BBRG,"Bravo Brio Restaurant Group, Inc.",3.4,51695823.6,Consumer Services
440,BDGE,"Bridge Bancorp, Inc.",33.8,666197053.6,Finance
441,BLIN          ,"Bridgeline Digital, Inc.",2.2889,9613881.2691,Technology
442,BRID,Bridgford Foods Corporation,16.8338,152797574.5216,Consumer Non-Durables
443,BCOV,Brightcove Inc.,6.8,235502210.4,Technology
444,BHF,"Brighthouse Financial, Inc.",64.09,7676258363.54,Finance
445,AVGO,Broadcom Limited,238.79,93343144722.4,Technology
446,BSFT,"BroadSoft, Inc.",54.9,1737551291.4,Technology
447,BVSN,"BroadVision, Inc.",3,14969427,Technology
448,BYFC,Broadway Financial Corporation,2.49,68353535.31,Finance
449,BWEN,"Broadwind Energy, Inc.",2.43,36803978.1,Capital Goods
450,BPY,Brookfield Property Partners L.P.,21.64,5517966114.88,Finance
451,BRKL,"Brookline Bancorp, Inc.",16.8,1287759849.6,Finance
452,BRKS,"Brooks Automation, Inc.",28.57,2012098190.06,Technology
453,BRKR,Bruker Corporation,36.23,5636035171.8,Capital Goods
454,BMTC,Bryn Mawr Bank Corporation,45.45,916983428.85,Finance
455,BLMT,"BSB Bancorp, Inc.",30.75,298729331.25,Finance
456,BSQR,BSQUARE Corporation,4.25,53668281.75,Miscellaneous
457,BWLD,"Buffalo Wild Wings, Inc.",156.95,2437445271.25,Consumer Services
458,BLDR,"Builders FirstSource, Inc.",21.9,2473414557.6,Consumer Services
459,BUR,Burcon NutraScience Corp,0.4671,17669073.4425,Consumer Non-Durables
460,CFFI,C&F Financial Corporation,54.7,190782058.3,Finance
461,CHRW,"C.H. Robinson Worldwide, Inc.",91.98,12850057989.72,Transportation
462,CA,CA Inc.,35.38,14808065279.72,Technology
463,CCMP,Cabot Microelectronics Corporation,102.25,2611562137.5,Technology
464,CDNS,"Cadence Design Systems, Inc.",42.23,11924062800,Technology
465,CDZI,"Cadiz, Inc.",14.7,335190282,Public Utilities
466,CZR,Caesars Entertainment Corporation,14.35,10104283265.3,Consumer Services
467,CSTE,Caesarstone Ltd.,21.1,724185190.3,Capital Goods
468,PRSS,CafePress Inc.,1.63,27485760.9,Consumer Services
469,CLBS,"Caladrius Biosciences, Inc.",4.119,39010472.34,Health Care
470,CHY,Calamos Convertible and High Income Fund,11.97,868268021.67,n/a
471,CHI,Calamos Convertible Opportunities and Income Fund,11.14,780059807.08,n/a
472,CCD,Calamos Dynamic Convertible & Income Fund,20.2,492570778.4,n/a
473,CHW,Calamos Global Dynamic Income Fund,9.54,562926703.68,n/a
474,CGO,Calamos Global Total Return Fund,15.11,127906165.11,n/a
475,CSQ,Calamos Strategic Total Return Fund,12.57,1942240980,n/a
476,CAMP,CalAmp Corp.,24.58,875653036.7,Technology
477,CVGW,"Calavo Growers, Inc.",86.9,1523633255.1,Consumer Non-Durables
478,CALA,"Calithera Biosciences, Inc.",7.55,267848941.55,Health Care
479,CALD,"Callidus Software, Inc.",35.975,2450433527.5,Technology
480,CALM,"Cal-Maine Foods, Inc.",42.35,2057148200.8,Consumer Non-Durables
481,CLMT,"Calumet Specialty Products Partners, L.P.",7.65,587434327.65,Energy
482,CRUSC,Calvert Management Series,100.02,0,n/a
483,CLXT,"Calyxt, Inc.",23.01,637218921.3,Basic Industries
484,ABCD,"Cambium Learning Group, Inc.",6.93,323422247.61,Consumer Services
485,CATC,Cambridge Bancorp,78.9,322084633.2,Finance
486,CAC,Camden National Corporation,42.52,659742403.48,Finance
487,CAMT,Camtek Ltd.,6.89,244026519.88,Capital Goods
488,CSIQ,Canadian Solar Inc.,15.51,896984758.23,Technology
489,CGIX,"Cancer Genetics, Inc.",1.875,45475933.125,Health Care
490,CPHC,Canterbury Park Holding Corporation,15.125,66708691.5,Consumer Services
491,CPLA,Capella Education Company,80.15,931647008.95,Consumer Services
492,CCBG,Capital City Bank Group,24.96,423472533.12,Finance
493,CPLP,Capital Product Partners L.P.,3.27,413512774.62,Transportation
494,CSWC,Capital Southwest Corporation,16.37,262235875.52,Consumer Non-Durables
495,CSWCL,Capital Southwest Corporation,25.45,0,Consumer Non-Durables
496,CPTA,Capitala Finance Corp.,7.77,123826659.39,n/a
497,CPTAG,Capitala Finance Corp.,24.6,0,n/a
498,CPTAL,Capitala Finance Corp.,24.91,0,n/a
499,CFFN,"Capitol Federal Financial, Inc.",13.15,1817734165.25,Finance
500,CAPR,"Capricor Therapeutics, Inc.",1.83,47049435.42,Health Care
501,CSTR,"CapStar Financial Holdings, Inc.",19.25,222954000.5,Finance
502,CPST,Capstone Turbine Corporation,0.7291,34080043.5129,Energy
503,CARA,"Cara Therapeutics, Inc.",14.07,458801383.95,Health Care
504,CARB,"Carbonite, Inc.",24.55,686105404.85,Technology
505,CRME,Cardiome Pharma Corporation,1.5,51955968,Health Care
506,CSII,"Cardiovascular Systems, Inc.",24.44,833929777.72,Health Care
507,CATM,Cardtronics plc,26.36,1204163048.36,Miscellaneous
508,CDNA,"CareDx, Inc.",6.07,173623864.14,Health Care
509,CECO,Career Education Corporation,12.4,856760590.4,Consumer Services
510,CTRE,"CareTrust REIT, Inc.",15.35,1165414366,Consumer Services
511,CARG,"CarGurus, Inc.",32.94,3494629963.8,Technology
512,CARO,Carolina Financial Corporation,41.9,882430550.5,Finance
513,CART,"Carolina Trust BancShares, Inc.",9.8909,46060734.392,Finance
514,CRZO,"Carrizo Oil & Gas, Inc.",20.39,1660859722.19,Energy
515,TAST,"Carrols Restaurant Group, Inc.",12.35,446560080.85,Consumer Services
516,CARV,"Carver Bancorp, Inc.",2.62,9683747.94,Finance
517,CASM,"CAS Medical Systems, Inc.",1.23,34717607.31,Health Care
518,CASA,"Casa Systems, Inc.",19.9,1593939752.5,Technology
519,CASC,"Cascadian Therapeutics, Inc.",9.96,503580787.2,Health Care
520,CWST,"Casella Waste Systems, Inc.",25.47,1070852147.55,Public Utilities
521,CASY,"Caseys General Stores, Inc.",119.96,4504169789.44,Consumer Durables
522,CASI,"CASI Pharmaceuticals, Inc.",4.27,277834228.28,Health Care
523,CASS,"Cass Information Systems, Inc",58.4,717326265.6,Miscellaneous
524,CATB,"Catabasis Pharmaceuticals, Inc.",1.47,33932270.19,Health Care
525,CBIO,"Catalyst Biosciences, Inc. ",23.83,138542377.4,Health Care
526,CPRX,"Catalyst Pharmaceuticals, Inc.",3.39,347388548.22,Health Care
527,CATS,"Catasys, Inc.",5.05,80240313.55,Health Care
528,CATY,Cathay General Bancorp,44.49,3595680331.83,Finance
529,CATYW,Cathay General Bancorp,22.21,0,Finance
530,CVCO,"Cavco Industries, Inc.",156.6,1413721220.4,Basic Industries
531,CAVM,"Cavium, Inc.",87.1,6023462776.5,Technology
532,CBFV,"CB Financial Services, Inc.",31.1044,127155564.81,Finance
533,CBAK,"CBAK Energy Technology, Inc.",1.45,38023809.65,Miscellaneous
534,CBOE,"Cboe Global Markets, Inc.",136.56,15493800445.44,Finance
535,CBTX,"CBTX, Inc.",28.86,722822134.32,Finance
536,CCUR,"CCUR Holdings, Inc.",5.72,56589264.16,Technology
537,CDK,"CDK Global, Inc.",71.54,9839471453.14,Miscellaneous
538,CDW,CDW Corporation,76.5,11709306189,Consumer Services
539,CECE,CECO Environmental Corp.,4.47,155143191.03,Capital Goods
540,CELC,Celcuity Inc.,16.58,167160389,Health Care
541,CELG,Celgene Corporation,100.34,78999380856.54,Health Care
542,CELGZ,Celgene Corporation,0.63,0,Health Care
543,CLDX,"Celldex Therapeutics, Inc.",2.75,373959654.75,Health Care
544,APOP,Cellect Biotechnology Ltd.,8.4,50001940.8,n/a
545,APOPW,Cellect Biotechnology Ltd.,2.1,0,n/a
546,CLRB,"Cellectar Biosciences, Inc.",1.17,18502334.37,Health Care
547,CLRBW,"Cellectar Biosciences, Inc.",0.1001,0,Health Care
548,CLRBZ,"Cellectar Biosciences, Inc.",0.5,0,Health Care
549,CLLS,Cellectis S.A.,31.01,274614977.91,Health Care
550,CBMG,"Cellular Biomedicine Group, Inc.",19.15,291436266.6,Health Care
551,CLSN,Celsion Corporation,2.3,36943384.3,Health Care
552,CELH,"Celsius Holdings, Inc.",5.75,262654784.75,Consumer Non-Durables
553,CYAD,Celyad SA,44.5779,22138276.698,Health Care
554,CETX,Cemtrex Inc.,2.82,29760932.04,Capital Goods
555,CETXP,Cemtrex Inc.,5.5,0,Capital Goods
556,CETXW,Cemtrex Inc.,0.37,0,Capital Goods
557,CDEV,"Centennial Resource Development, Inc.",20.38,5622577304.56,Energy
558,CSFL,CenterState Bank Corporation,26.99,2222073151.02,Finance
559,CETV,Central European Media Enterprises Ltd.,4.75,688578149.75,Consumer Services
560,CFBK,Central Federal Corporation,2.5898,59921924.817,Finance
561,CENT,Central Garden & Pet Company,38.78,2010556196.74,Consumer Durables
562,CENTA,Central Garden & Pet Company,37.54,1946268169.82,Consumer Durables
563,CVCY,Central Valley Community Bancorp,19.49,264698776.89,Finance
564,CENX,Century Aluminum Company,22.83,1993674314.16,Basic Industries
565,CNBKA,"Century Bancorp, Inc.",80.3,447103092.7,Finance
566,CNTY,"Century Casinos, Inc.",9.08,266587165.6,Consumer Services
567,CVO,Cenveo Inc,1.41,12100569.24,Consumer Durables
568,CRNT,Ceragon Networks Ltd.,2.11,164460926.37,Technology
569,CERC,Cerecor Inc.,3.1807,82872683.6599,Health Care
570,CERCW,Cerecor Inc.,0.31,0,Health Care
571,CERN,Cerner Corporation,68.29,22700613247.84,Technology
572,CERS,Cerus Corporation,4.37,504973750.58,Health Care
573,KOOL,Cesca Therapeutics Inc.,2.75,29875114.5,Capital Goods
574,CEVA,"CEVA, Inc.",42.6,936133935,Technology
575,CSBR,"Champions Oncology, Inc.",3.83,42085369.01,Health Care
576,CYOU,Changyou.com Limited,31.75,610081203,Technology
577,BURG,"Chanticleer Holdings, Inc.",3.86,11678981.98,Consumer Services
578,CTHR,Charles & Colvard Ltd.,1.25,26993356.25,Consumer Durables
579,GTLS,"Chart Industries, Inc.",49.45,1521629609.3,Capital Goods
580,CHTR,"Charter Communications, Inc.",371.18,92748206079.76,Consumer Services
581,CHFN,Charter Financial Corp.,19.39,293415684.8,Finance
582,CHKP,Check Point Software Technologies Ltd.,103.04,17102085020.16,Technology
583,CHEK,Check-Cap Ltd.,0.8722,16803105.6956,Health Care
584,CHEKW,Check-Cap Ltd.,0.22,0,Health Care
585,CKPT,"Checkpoint Therapeutics, Inc.",4.39,111979584.42,Health Care
586,CEMI,"Chembio Diagnostics, Inc.",8.15,100396345.5,Health Care
587,CHFC,Chemical Financial Corporation,59.14,4211181980,Finance
588,CCXI,"ChemoCentryx, Inc.",9.49,462795641.36,Health Care
589,CHMG,Chemung Financial Corp,45.3,214740165.3,Finance
590,CHKE,Cherokee Inc.,1.55,21624152.3,Consumer Non-Durables
591,CHFS,"CHF Solutions, Inc.",3.81,6854167.14,Health Care
592,CHMA,"Chiasma, Inc.",1.65,40225706.4,Health Care
593,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",9.31,108034059.28,Consumer Services
594,PLCE,"Children&#39;s Place, Inc. (The)",149.8,2605852341.4,Consumer Services
595,CMRX,"Chimerix, Inc.",4.68,220557785.76,Health Care
596,CADC,"China Advanced Construction Materials Group, Inc.",4.45,10625078.1,Basic Industries
597,CALI,China Auto Logistics Inc.,3.11,15053625.34,Consumer Services
598,CAAS,"China Automotive Systems, Inc.",4.65,147144618.6,Capital Goods
599,CBPO,"China Biologic Products Holdings, Inc.",81.06,2238013181.46,Health Care
600,CCCL,"China Ceramics Co., Ltd.",2.12,6763997.8,Capital Goods
601,CCCR,"China Commercial Credit, Inc.",1.6605,32298244.3575,Finance
602,CCRC,"China Customer Relations Centers, Inc.",14.02,256980992,Miscellaneous
603,JRJC,China Finance Online Co. Limited,2.51,53261198.51,Finance
604,HGSH,"China HGS Real Estate, Inc.",1.67,75233500,Finance
605,CNIT,"China Information Technology, Inc.",2.16,86899303.44,Technology
606,CIFS,China Internet Nationwide Financial Services Inc.,43.66,961530554.36,Consumer Services
607,CJJD,"China Jo-Jo Drugstores, Inc.",1.416,35703984.048,Consumer Durables
608,CLDC,China Lending Corporation,2.49,59159454.33,Finance
609,HTHT,"China Lodging Group, Limited",143.45,4731530126.6,Consumer Services
610,CHNR,"China Natural Resources, Inc.",2.7,67259473.2,Basic Industries
611,CREG,China Recycling Energy Corporation,2.3203,19282152.4194,Miscellaneous
612,CNTF,China TechFaith Wireless Communication Technology Limited,2.8935,21003878.8845,n/a
613,CXDC,China XD Plastics Company Limited,4.5,223774789.5,Capital Goods
614,CCIH,ChinaCache International Holdings Ltd.,1.61,33734503.88,Technology
615,CNET,"ChinaNet Online Holdings, Inc.",3.02,48720279.86,Technology
616,IMOS,ChipMOS TECHNOLOGIES INC.,18.1,193051124.8,Technology
617,CDXC,ChromaDex Corporation,4.73,254651970.98,Consumer Durables
618,CHSCL,CHS Inc,27.35,0,Consumer Services
619,CHSCM,CHS Inc,26.2501,498751900,Consumer Services
620,CHSCN,CHS Inc,26.87,451416000,Consumer Services
621,CHSCO,CHS Inc,28.675,324577343.125,Consumer Services
622,CHSCP,CHS Inc,29.17,210964965.86,Consumer Services
623,CHDN,"Churchill Downs, Incorporated",259.75,4012642676.25,Consumer Services
624,CHUY,"Chuy&#39;s Holdings, Inc.",26.6,449904340.2,Consumer Services
625,CDTX,"Cidara Therapeutics, Inc.",7.25,146726536.75,Health Care
626,CMCT,CIM Commercial Trust Corporation,16.9,739965469.1,Consumer Services
627,CMCTP,CIM Commercial Trust Corporation,n/a,0,Consumer Services
628,CMPR,Cimpress N.V,153.01,4749611410.83,Miscellaneous
629,CINF,Cincinnati Financial Corporation,77.17,12661418876.75,Finance
630,CIDM,Cinedigm Corp,1.37,47709702,Consumer Services
631,CTAS,Cintas Corporation,165.18,17589819818.82,Consumer Non-Durables
632,CRUS,"Cirrus Logic, Inc.",50.75,3231003774.25,Technology
633,CSCO,"Cisco Systems, Inc.",41.7,206149042570.8,Technology
634,CTRN,"Citi Trends, Inc.",23.51,323024296.68,Consumer Services
635,CTXR,"Citius Pharmaceuticals, Inc.",4.21,41996930.78,Health Care
636,CTXRW,"Citius Pharmaceuticals, Inc.",1.2,0,Health Care
637,CZNC,Citizens & Northern Corp,23.6,288262790,Finance
638,CZWI,"Citizens Community Bancorp, Inc.",13.96,82135097.88,Finance
639,CZFC,Citizens First Corporation,24.5681,62068282.7737,Finance
640,CIZN,Citizens Holding Company,21.9,107194039.5,Finance
641,CTXS,"Citrix Systems, Inc.",93.43,14077605238.04,Technology
642,CHCO,City Holding Company,69.39,1083735032.31,Finance
643,CIVB,"Civista Bancshares, Inc. ",22.77,232219275.75,Finance
644,CIVBP,"Civista Bancshares, Inc. ",71.75,0,Finance
645,CLAR,Clarus Corporation,7.45,223807424.25,Consumer Non-Durables
646,CDTI,"Clean Diesel Technologies, Inc.",1.36,21491992.96,Capital Goods
647,CLNE,Clean Energy Fuels Corp.,1.57,237204326.06,Public Utilities
648,CACG,ClearBridge All Cap Growth ETF,29.94,58380604.8,n/a
649,YLDE,ClearBridge Dividend Strategy ESG ETF,28.6868,0,n/a
650,LRGE,ClearBridge Large Cap Growth ESG ETF,31.37,3137062.74,n/a
651,CLFD,"Clearfield, Inc.",13,179632167,Public Utilities
652,CLRO,"ClearOne, Inc.",8.355,70300248.315,Public Utilities
653,CLSD,"Clearside Biomedical, Inc.",6.33,160417676.85,Health Care
654,CLIR,ClearSign Combustion Corporation,2.15,33553658.95,Capital Goods
655,CLIRW,ClearSign Combustion Corporation,0.7,0,Capital Goods
656,CMTA,Clementia Pharmaceuticals Inc.,16,507481344,Health Care
657,CBLI,"Cleveland BioLabs, Inc.",3.47,39141023.98,Health Care
658,CSBK,Clifton Bancorp Inc.,16.21,358237984.94,Finance
659,CLVS,"Clovis Oncology, Inc.",59.25,2983336921.5,Health Care
660,CMFN,CM Finance Inc,8.05,110208364,n/a
661,CMSS,CM Seven Star Acquisition Corporation,9.68,254807530.56,Finance
662,CMSSR,CM Seven Star Acquisition Corporation,0.3,0,Finance
663,CMSSU,CM Seven Star Acquisition Corporation,9.98,0,Finance
664,CMSSW,CM Seven Star Acquisition Corporation,0.28,0,Finance
665,CME,CME Group Inc.,158.91,54076198359.36,Finance
666,CCNE,CNB Financial Corporation,27.1,414186833.7,Finance
667,CWAY,"Coastway Bancorp, Inc.",21.65,95096347.65,Finance
668,COBZ,CoBiz Financial Inc.,20.2,853113973,Finance
669,COKE,Coca-Cola Bottling Co. Consolidated,202.84,1893342839.96,Consumer Non-Durables
670,CODA,"Coda Octopus Group, Inc.",4.6,41964548.8,Capital Goods
671,CDXS,"Codexis, Inc.",8.55,413365695.75,Basic Industries
672,CODX,"Co-Diagnostics, Inc.",2.74,33655351.5,Health Care
673,CVLY,"Codorus Valley Bancorp, Inc",28.23,250804212.45,Finance
674,JVA,"Coffee Holding Co., Inc.",4.2,24611655.6,Consumer Non-Durables
675,CCOI,"Cogent Communications Holdings, Inc.",44.85,2061080673.6,Consumer Services
676,CGNT,"Cogentix Medical, Inc.",2.81,171144921.46,Health Care
677,COGT,"Cogint, Inc.",3.65,239173820.1,Consumer Services
678,CGNX,Cognex Corporation,63.1,10927228793.8,Capital Goods
679,CTSH,Cognizant Technology Solutions Corporation,77.5,45697536790,Technology
680,CWBR,"CohBar, Inc.",6.62,261619123.1,Health Care
681,COHR,"Coherent, Inc.",254.93,6327797000.72,Capital Goods
682,CHRS,"Coherus BioSciences, Inc.",10.05,590151416.7,Health Care
683,COHU,"Cohu, Inc.",22.74,643269529.32,Capital Goods
684,CLCT,"Collectors Universe, Inc.",27.35,243989295.3,Miscellaneous
685,COLL,"Collegium Pharmaceutical, Inc.",23.65,770097851.05,Health Care
686,CIGI,Colliers International Group Inc. ,59.4,2233942939.8,Finance
687,CLGN,"CollPlant Holdings, Ltd.",8.99,30774684.87,n/a
688,CBAN,"Colony Bankcorp, Inc.",14.35,121103352.3,Finance
689,COLB,"Columbia Banking System, Inc.",43.6,3183832360.8,Finance
690,COLM,Columbia Sportswear Company,75.88,5302228288.84,Consumer Non-Durables
691,CMCO,Columbus McKinnon Corporation,41.37,951446290.2,Capital Goods
692,CMCSA,Comcast Corporation,41.89,195784301958.7,Consumer Services
